
 generation best averagestandard 
 number value fitness deviation 

    1, 22.490, 

    2, 22.490, 

    3, 22.490, 

    4, 22.490, 

    5, 22.490, 

    6, 22.490, 

    7, 22.490, 

    8, 22.490, 

    9, 22.490, 

   10, 22.490, 

   11, 22.490, 

   12, 22.490, 

   13, 22.490, 

   14, 22.490, 

   15, 22.490, 

   16, 22.490, 

   17, 22.490, 

   18, 22.490, 

   19, 22.490, 

   20, 22.490, 

   21, 22.490, 

   22, 22.490, 

   23, 22.490, 

   24, 22.490, 

   25, 22.490, 

   26, 22.490, 

   27, 22.490, 

   28, 22.490, 

   29, 22.490, 

   30, 22.490, 

   31, 22.490, 

   32, 22.490, 

   33, 22.490, 

   34, 22.490, 

   35, 22.490, 

   36, 22.490, 

   37, 22.490, 

   38, 22.490, 

   39, 22.490, 

   40, 22.490, 

   41, 22.490, 

   42, 22.490, 

   43, 22.490, 

   44, 22.490, 

   45, 22.490, 

   46, 22.490, 

   47, 22.490, 

   48, 22.490, 

   49, 22.490, 

   50, 22.490, 

   51, 22.490, 

   52, 22.490, 

   53, 22.490, 

   54, 22.490, 

   55, 22.490, 

   56, 22.490, 

   57, 22.490, 

   58, 22.490, 

   59, 22.490, 

   60, 22.490, 

   61, 22.490, 

   62, 22.490, 

   63, 22.490, 

   64, 22.490, 

   65, 22.490, 

   66, 22.490, 

   67, 22.490, 

   68, 22.490, 

   69, 22.490, 

   70, 22.490, 

   71, 22.490, 

   72, 22.490, 

   73, 22.490, 

   74, 22.490, 

   75, 22.490, 

   76, 22.490, 

   77, 22.490, 

   78, 22.490, 

   79, 22.490, 

   80, 22.490, 

   81, 22.490, 

   82, 22.490, 

   83, 22.490, 

   84, 22.490, 

   85, 22.490, 

   86, 22.490, 

   87, 22.490, 

   88, 22.490, 

   89, 22.490, 

   90, 22.490, 

   91, 22.490, 

   92, 22.490, 

   93, 22.490, 

   94, 22.490, 

   95, 22.490, 

   96, 22.490, 

   97, 22.490, 

   98, 22.490, 

   99, 22.490, 

  100, 22.490, 


 Completed

 Best member: 

 var(0) = 0.643
 var(1) = 0.417

 Best fitness = 22.490
